場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
廣豐新天地購物中心,桃園市,八德區,,介壽路,1段,,728號,,03-3637666分機143,週一至週日上午11時30分至晚間8時30分,請洽服務人員,依法設置
桃園市南區青少年活動中心,桃園市,平鎮區,,延平路,1段,,168號,,03-4915168,週一至週日上午6時至晚間9時,請洽服務人員,依法設置
桃園市平鎮區婦幼活動中心,桃園市,平鎮區,廣達里,廣成街,,,10號,,03-4015119,週二至週日上午8時至下午5時(週一及國定假日休館),請洽服務人員,依法設置
桃園市平鎮區戶政事務所,桃園市,平鎮區,,德育路,,,242號,,03-4580112分機306,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市平鎮地政事務所,桃園市,平鎮區,,環南路,2段,,276號,,03-4570461,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館平鎮分館,桃園市,平鎮區,,環南路,3段,,88號,,03-4572402分機15,全年無休,請洽服務人員,依法設置
桃園市立圖書館山仔頂分館,桃園市,平鎮區,,坤慶路,,,88號,,03-4572402分機16,全年無休,請洽服務人員,依法設置
桃園市平鎮區公所,桃園市,平鎮區,,振興路,,,5號,,03-4572105,週一至週五上午8時至下午5時,請洽服務人員,依法設置
台灣自來水股份有限公司第二區管理處,桃園市,平鎮區,,水廠路,,,150號,,03-4643131分機742,週一至週五上午8時至下午5時,請洽服務人員,依法設置
台灣自來水股份有限公司第二區管理處中壢服務所,桃園市,平鎮區,,延平路,1段,,26號,,03-4251506分機208,週一至週五上午8時至下午5時,請洽服務人員,依法設置
大潤發流通事業股份有限公司平鎮分公司,桃園市,平鎮區,,南東路,,,57號,,03-4399888,週一至週日上午8時30分至晚間11時,請洽服務人員,依法設置
家福股份有限公司平鎮分公司,桃園市,平鎮區,,坤慶路,,,1號,,03-4690288,週一至週日上午9時至晚間11時,請洽服務人員,依法設置
特力翠豐股份有限公司平鎮分公司,桃園市,平鎮區,新富里,環南路,2段,,261號,,03-4287111,週一至週日上午10時至晚間9時,請洽服務人員,依法設置
桃園市立圖書館大園分館,桃園市,大園區,,中正西路,,,12之1號,4-6樓,03-3865057分機4106,週一至週五上午8時至下午5時,請洽服務人員,依法設置
橫山書法藝術館,桃園市,大園區,,大仁路,,,100號,,03-2876176,週一、週三至週日上午9時30分至下午5時，週二休館不開放。(配合場館開放時間),請洽服務人員,依法設置
桃園市大園區公所,桃園市,大園區,,中正西路,,,12號,,03-3867703,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園國際機場股份有限公司,桃園市,大園區,,航站南路,,,9號,,03-2735363,全年無休,請洽服務人員,依法設置
台北諾富特華航桃園機場飯店,桃園市,大園區,,航站南路,,,1-1號,,03-3980988分機3202,全年無休,請洽服務人員,依法設置
桃園喜來登酒店,桃園市,大園區,,大觀路,,,777號,,03-3851188,全年無休,請洽服務人員,依法設置
桃園市蘆竹區婦幼館,桃園市,蘆竹區,,仁愛路,1段,,2號,,03-3122120,每日上午8時至下午5時(國定假日及民俗假日除外),請洽服務人員,依法設置
桃園市蘆竹地政事務所,桃園市,蘆竹區,,長安路,2段,,236號,1之3樓,03-3525337分機403,週一至週五上午8時30分至下午4時30分,請洽服務人員,依法設置
桃園市蘆竹區衛生所,桃園市,蘆竹區,,長安路,2段,,238號,1之2樓,03-3524732分機228,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館蘆竹分館,桃園市,蘆竹區,,五福1路,,,255號,,03-3526811分機111,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館大竹分館,桃園市,蘆竹區,,興仁路,,,330號,,03-3526811分機111,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市蘆竹區公所,桃園市,蘆竹區,,南崁路,,,150號,,03-3520000分機221,週一至週五上午8時至下午5時,請洽服務人員,依法設置
尊爵天際大飯店,桃園市,蘆竹區,,南崁路,1段,,108號,,03-2228100分機6081,全年無休,請洽服務人員,依法設置
台茂工商綜合區,桃園市,蘆竹區,,南崁路,1段,,112號,,03-3111234分機6659,週一至週日中午12時至晚間8時,請洽服務人員,依法設置
好市多桃園店,桃園市,蘆竹區,,南崁路,1段,,369號,,03-2706878,週一至週日上午10時至晚間9時30分,請洽服務人員,依法設置
特力翠豐股份有限公司南崁店,桃園市,蘆竹區,南崁村,中正路,,,1號,,03-3226929,週一至週日上午11時至晚間10時,請洽服務人員,依法設置
行政院農業委員會桃園區農業改良場,桃園市,新屋區,後庄里,東福路,2段,,139號,,03-4768216分機111,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市新屋區婦幼館,桃園市,新屋區,,中山路,,,370號,,03-4870527,週二至週日上午8時至下午5時(週一及國定假日休館),請洽服務人員,依法設置
桃園市政府青年事務局(青年體驗園區),桃園市,新屋區,,新港路,,,16號,,03-4225205分機7009,週一至週日上午9時至下午5時30分,請洽服務人員,依法設置
桃園市新屋區戶政事務所,桃園市,新屋區,,中山路,,,241號,3樓,03-4772102,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館新屋分館,桃園市,新屋區,,中興路,,91巷,11號,,03-4773552,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市動物保護教育園區,桃園市,新屋區,,藻礁路,,,1668號,,03-4861760分機207,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市新屋區公所,桃園市,新屋區,,中山路,,,265號,,03-4772111分機216,週一至週五上午8時至下午5時,請洽服務人員,依法設置
新屋親子館,桃園市,新屋區,,中山路,,,269號,3~4樓,03-4971720分機33,週二至週日上午8時30分至下午5時30分,請洽服務人員,依法設置
衛生福利部桃園醫院新屋分院,桃園市,新屋區,,新福2路,,,,路6號,03-4971989分機5606,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園永續資源館,桃園市,觀音區,,環科路,,,,335、337號,03-3386021,週二至週日上午9時30分至下午5時(每週一休館),請洽服務人員,依法設置
桃園市觀音區戶政事務所,桃園市,觀音區,觀音里,觀和路,,,,28號,03-4732050分機205,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館觀音分館,桃園市,觀音區,,文化路,,,2號,4樓,03-4732134,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館新坡分館,桃園市,觀音區,,新生路,,76巷8弄,1號,2樓之1,03-4732134,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
經濟部觀音產業園區服務中心,桃園市,觀音區,,工業5路,,,3號,,03-4830400分機6513,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市觀音區公所,桃園市,觀音區,,觀新路,,,56號,,03-4732121,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市觀音親子館,桃園市,觀音區,,觀新路,,,52號,2樓,03-4732005 ,週二至週日 上午9時至中午12時；下午2時至5時,請洽服務人員,依法設置
桃園市立觀音幼兒園,桃園市,觀音區,樹林里,民生路,,,68號,,03-4833170分機207,週一至週五上午8時至下午4時,請洽服務人員,依法設置
桃園市立觀音幼兒園崙坪分班,桃園市,觀音區,崙坪里,學府路,,65巷,5號,,03-4984551分機17或15,週一至週五上午8時至下午4時,請洽服務人員,依法設置
公設民營觀音托嬰中心,桃園市,觀音區,,文化路,,,2號,3樓,03-4732791,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市龜山區戶政事務所,桃園市,龜山區,,自強南路,,,99號,,03-3201922分機826,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市龜山地政事務所,桃園市,龜山區,,自強南路,,,105號,,03-3596480分機308,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市龜山區衛生所,桃園市,龜山區,,自強南路,,,103號,,03-3299645分機308,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館龜山分館,桃園市,龜山區,,自強南路,,,97號,,03-3290939分機22,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市龜山區公所,桃園市,龜山區,,中山街,,,26號,,03-3203711分機224,週一至週五上午8時至下午5時,請洽服務人員,依法設置
法務部矯正署臺北監獄,桃園市,龜山區,宏德新村,,,,8號,,03-3191119分機23,週一至週五上午8時至11時30分；下午1時至4時,請洽服務人員,依法設置
臺灣菸酒股份有限公司桃園酒廠,桃園市,龜山區,,文化1路,,,55號,,03-3283001分機361,週一至週五上午8時至下午5時,請洽服務人員,依法設置
台灣自來水股份有限公司第二區管理處龜山服務所,桃園市,龜山區,,光峰路,,,2號,,03-3294999分機201,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園A8 環球購物中心,桃園市,龜山區,,復興1路,,,8號,,03-3287599分機7011,週一至週日中午12時至晚間7時30分,請洽服務人員,依法設置
法務部矯正署桃園女子監獄,桃園市,龍潭區,富林里,中正路,三林段,,617號,,03-4807959,週一至週五上午8時至下午5時,請洽服務人員,依法設置
經濟部水利署北區水資源局,桃園市,龍潭區,佳安里,佳安路,,,2號,,03-4712000分機210,週二至週日上午8時30分至下午4時30分,請洽服務人員,依法設置
桃園市龍潭區婦幼館,桃園市,龍潭區,,干城路,,19巷,30號,,03-4799509,週二至週日上午8時至下午5時(週一及國定假日休館),請洽服務人員,依法設置
桃園市政府客家事務局,桃園市,龍潭區,,中正路,三林段,,500號,,03-4096682分機5011,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市龍潭區戶政事務所,桃園市,龍潭區,,中興路,,,700號,,03-4792394分機212,"週一至週五上午8時至下午5時；
週六延時服務上9時至中午12時",請洽服務人員,依法設置
桃園市龍潭區衛生所,桃園市,龍潭區,,中正路,,,210號,,03-4792033,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館龍潭分館,桃園市,龍潭區,,中興路,,,680號,,03-2866189分機4507,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館龍潭閱覽室,桃園市,龍潭區,,中正路,,,210號,,03-2866189分機4507,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市龍潭區公所,桃園市,龍潭區,,中興路,,,690號,,03-4793070分機3319,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立龍潭幼兒園,桃園市,龍潭區,聖德里,聖亭路,八德段,,66號,,03-4091515分機16,週一至週五上午7時30分至下午4時30分,請洽服務人員,依法設置
台灣自來水股份有限公司第二區管理處大溪服務所,桃園市,龍潭區,佳安村,文化路,,,209號,,03-4711836分機201,週一至週五上午8時至下午5時,請洽服務人員,依法設置
國軍桃園總醫院,桃園市,龍潭區,,中興路,,,168號,,03-4799595分機326712,全年無休,請洽服務人員,依法設置
名人堂花園大飯店,桃園市,龍潭區,,民生路,,141巷,150號,,03-4339090,全年無休,請洽服務人員,依法設置
財政部北區國稅局大溪稽徵所,桃園市,大溪區,,公園路,,,16號,,03-3900265分機402,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市大溪區公所,桃園市,大溪區,,普濟路,,,11號,,03-3882201分機808,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市原住民族文化會館,桃園市,大溪區,,員林路,1段,29巷,101號,,03-3895039,週二至週日上午9時至下午4時,請洽服務人員,依法設置
桃園市政府地方稅務局大溪分局,桃園市,大溪區,,員林路,1段,,16號,2樓,03-3800072分機302,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市大溪地政事務所,桃園市,大溪區,,康莊路,,,,95號,03-3874211分機404,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館康莊分館,桃園市,大溪區,,康莊路,,,,641號,03-2868598分機9,週二至週六上午8時至晚間9時；週日至週一上午8時至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
財政部北區國稅局楊梅稽徵所,桃園市,楊梅區,,中山北路,2段,,318號,,03-4311851分機402,週一至週五上午8時至下午5時,請洽服務人員,依法設置
勞動部勞動力發展署桃竹苗分署,桃園市,楊梅區,,秀才路,,,851號,,03-4855368分機1630,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市政府地方稅務局楊梅分局,桃園市,楊梅區,,中山路,,,212號,,03-4781974分機316,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市楊梅地政事務所,桃園市,楊梅區,,校前路,,,411號,,03-4783115分機409,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市立圖書館楊梅分館,桃園市,楊梅區,,光華街,,,26號,,03-2866168分機4004,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館埔心分館,桃園市,楊梅區,,中興路,,,145號,,03-2866168分機4004,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館富岡分館,桃園市,楊梅區,,中華街,,66巷 ,45號,,03-2866168分機4004,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市立圖書館紅梅分館,桃園市,楊梅區,,校前路,,,41號,,03-2866168分機4004,週二至週六上午8時30分至晚間9時；週日至週一上午8時30 分至下午5時(國定假日及每個月最後一週週四休館),請洽服務人員,依法設置
桃園市永揚綜合福利中心,桃園市,楊梅區,,校前路,,324巷,148號,,03-3322101分機6438,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市楊梅區公所,桃園市,楊梅區,,大模街,,,10號,4-5樓,03-4783683,週一至週五上午8時至下午5時,請洽服務人員,依法設置
遠百企業股份有限公司楊梅分公司,桃園市,楊梅區,,中山北路,2段,23巷,6號,,03-2726288,週一至週日上午9時至晚間10時,請洽服務人員,依法設置
桃園市復興區戶政事務所,桃園市,復興區,澤仁村,中正路,,,180號,,03-3822337,週一至週五上午8時至下午5時,請洽服務人員,依法設置
桃園市復興區公所,桃園市,復興區,澤仁村,中正路,,,20號,,03-3821500分機3310,週一至週五上午8時至下午5時,請洽服務人員,依法設置
衛生福利部臺中醫院,臺中市,西區,,三民路,1段,,199號,2樓,04-22294411,週一至週日08:00~21:00,,依法設置
臺中市西區區公所,臺中市,西區,,金山路,,,11號,1樓,04-22245200,週一至週五08:00~17:30,請洽服務臺,依法設置
臺中市政府大墩文化中心,臺中市,西區,,英才路,,,600號,B1樓,04-23727311,週二至週日08:00~21:00,請洽服務臺,依法設置
國立臺灣美術館,臺中市,西區,,五權西路,1段,,2號,1樓,04-23723552,"週二至週五09:00~17:00
週六、週日09:00~18:00",哺集乳室位於1樓(時光天井)、1樓(演講廳旁),依法設置
財政部中區國稅局,臺中市,西區,,民生路,,,168號,B1樓,04-23051111,週一至週五08:00~17:30,請洽服務臺,依法設置
臺中市政府交通局,臺中市,西區,,民權路,,,101號,1樓,04-22289111 ,週一至週五08:00~17:00,需向警衛登記,依法設置
臺中市中區區公所,臺中市,中區,,成功路,,,300號,3樓,04-22222502,週一至週五08:00~17:00,請洽服務臺,依法設置
臺灣鐵路管理局台中火車站,臺中市,中區,,台灣大道,1段,,1號,1樓,04-22227236,24小時開放,請洽服務臺,依法設置
廣三SOGO百貨,臺中市,西區,,臺灣大道,2段,,459號,8樓,04-23233788  ,週一至週日11:00~22:00,,依法設置
勤美誠品綠園道,臺中市,西區,,公益路,,,68號,B1樓.B2樓,04-23281000,週一至週日11:00~22:00,,依法設置
日曜天地OUTLET,臺中市,中區,,自由路,2段,,94號,2樓,04-36112366 ,週一至週日11:00~22:00,,依法設置
中華郵政股份有限公司臺中民權路郵局,臺中市,中區,,民權路,,,86號,2樓,04-22215121,"週一至週五8:00~17:30
週六08:30~16:30、週日08:30~12:00",請洽服務臺,依法設置
臺中英才路郵局,臺中市,西區,,民生路,,,200號,2樓,04-23015638,週一至週五08:00~17:00,請洽服務臺,依法設置
臺中市政府地政局,臺中市,西區,,三民路,1段,,158號,6樓,04-22170618,週一至週五08:00~17:00,請洽服務臺,依法設置
臺中市西區戶政事務所,臺中市,西區,,三民路,1段,,161號,3樓,04-22247300,週一至週五08:00~17:00,請洽服務臺,依法設置
臺中市立圖書館西區分館,臺中市,西區,,精誠路,,,256號,1樓,04-23224531,"週二至週六08:30~21:00
週日08:30~17:30 ",請洽服務臺,依法設置
財政部中區國稅局大智稽徵所,臺中市,西區,,民權路,,,95號,8樓,04-22612821,週一至週五08:00~17:00,請洽服務臺,依法設置
臺中文學館,臺中市,西區,,樂群街,,,38號,1樓,04-22240875,館內週二至週五10:00~17:00，公園24小時開放,使用前請洽行政中心,依法設置
台中金典酒店,臺中市,西區,,健行路,,,1049號,,04-23288000,24小時開放,請洽服務臺,依法設置
全國大飯店,臺中市,西區,,館前路,,,57號,,04-23213111,24小時開放,請洽服務臺,依法設置
臺中勤美洲際酒店,臺中市,西區,,館前路,,,77號,,04-2328 1268,24小時開放,請洽服務臺,依法設置
臺中市政府警察局第二分局,臺中市,北區,,太原路,2段,,228號,,04-22351202,服務民眾的時間皆有,請洽專責服務人員,依法設置
臺中市政府警察局第二分局文正派出所,臺中市,北區,,台灣大道,1段,,700號,,04-22011252,服務民眾的時間皆有,,依法設置
交通部公路總局臺中區監理所臺中市監理站,臺中市,北區,,北屯路,,,77號,,04-22341103,週一至週五08:00~17:00,請洽專責服務人員,依法設置
臺中市北區戶政事務所,臺中市,北區,,永興街,,,299號,,04-22343542,週一至週五08:00~17:00,,依法設置
臺中市北區區公所,臺中市,北區,,永興街,,,301號,,04-22314031,週一至週五08:00~17:00,,依法設置
國立自然科學博物館,臺中市,北區,,館前路,,,1號,,04-23226940,週二至週日09:00~17:00,,依法設置
臺灣自來水股份有限公司第四區管理處,臺中市,北區,,雙十路,2段,,2-1號,,04-22218341,週一至週五08:00~17:00,,依法設置
臺中市立圖書館北區分館,臺中市,北區,,健行路,,,359號,2樓,04-22362275 ,"週二至週六08:30~21:00
週日08:30~17:30",,依法設置
臺中市立圖書館精武圖書館,臺中市,北區,,精武路,,,291之3號,,04-2229387521,"週二至週六08:30~21:00
週日08:30~17:30",,依法設置
臺中市中山堂,臺中市,北區,,學士路,,,98號,,04-22303100,有表演活動的時間,請洽服務臺,依法設置
潤泰集團大潤發忠明店,臺中市,北區,,忠明路,,,499號,,04-22015659,週一至週日07:00~23:00,,依法設置
中友百貨公司,臺中市,北區,,三民路,3段,,161號,,04-22253456,"週一至週五 11:00-22:00
週六日、例假日10:30-22:00 ",,依法設置
臺中市北區國民運動中心,臺中市,北區,,崇德路,1段,,55號,1樓,04-22356555,週一至週日07:00~22:00,,依法設置
臺中市北區親子館,臺中市,北區,,民權路,,,400號,2-3樓,04-22058580,週二至週日09:30~16:30,,依法設置
臺中市長青服務中心,臺中市,北區,,北平路,1段,,65號,,04-22914536,週一至週五08:00~17:00,,依法設置
臺中女兒館,臺中市,北區,,太平路,,,70號,,04-22230690,週二至週六10:00~18:00,,依法設置
通豪大飯店,臺中市,北區,,中清路,1 段,,521號,, 04-22980080   ,,,依法設置
臺中文化創意產業園區,臺中市,南區,,復興路,3段,,362號,,04-22176969,週一至週日09:00~17:00,使用時需向服務臺登記,依法設置
經濟部標準檢驗局臺中分局,臺中市,南區,,工學路,,,70號,,04-22612161,週一至週五08:30~17:30,使用時需向服務臺登記,依法設置
臺中市南區區公所,臺中市,南區,,工學路,,,72號,3.4樓,04-22626105,週一至週五08:00~17:00,,依法設置
臺中市南區戶政事務所,臺中市,南區,,工學路,,,72號,1樓,04-22627887,週一至週五08:00~18:30,,依法設置
臺中市政府警察局第三分局,臺中市,南區,,復興路,3段,,159號,,04-22276686,週一至週五08:00~17:00,使用時需向三樓人事室登記,依法設置
愛買量販店復興店,臺中市,南區,,復興路,1段,,359號,,04-22658686,週一至週日08:30~23:00,,依法設置
臺中市立圖書館南區分館,臺中市,南區,,五權南路,,,335號,2樓,04-22623497,"週二至週六08:30~21:00
週日08:30~17:00",使用時需向服務臺登記,依法設置
臺中市南區衛生所,臺中市,南區,,工學路,,,72號,2樓,04-22629735,週一至週五08:00~17:00,,依法設置
臺中市政府警察局第三分局勤工派出所,臺中市,南區,,復興路,1段,,235號,,04-22612716,24小時開放,請先洽詢1樓值班人員,依法設置
臺中市政府警察局第三分局健康派出所,臺中市,南區,,美村南路,,,8號,,04-22634622,24小時開放,請先洽詢1樓值班人員,依法設置
國立公共資訊圖書館,臺中市,南區,,五權南路,,,100號,,04-22625100,週二至週六09:00~20:00  週日09:00~17:00,平時上鎖使用時需向服務臺登記,依法設置
臺中市長春國民暨兒童運動中心,臺中市,南區,,合作街,,,46號,,04-22220661,週一至週日06:00~22:00,,依法設置
臺中市立圖書館東區分館,臺中市,東區,,建德街,,,144號,,04-22830824,週二至週六08:30~21:00  週日08:30~17:30 ,平時上鎖請至3樓服務臺登記後使用,依法設置
臺中市東區區公所 ,臺中市,東區,,長福路,,,245號,,04-22151988,週一至週五08:00~17:30,請自行前往哺乳室並登記、中午亦開放,依法設置
臺中市政府地方稅務局大智分局 ,臺中市,東區,,建中街,,,141號,,04-22825205,週一至週五08:00~17:00,請自行前往哺乳室並登記、中午亦開放,依法設置
大魯閣新時代購物中心,臺中市,東區,,復興路,4段,,186號,,"04-36118888
分機5607","週一至週五11:00~22:00
週六至週日10:30~22:00",請自行前往哺乳室並登記、中午亦開放,依法設置
秀泰生活台中站前店,臺中市,東區,,南京路,,,76號、66號,2樓,04-22117988,24小時開放,,依法設置
臺中市新建國市場,臺中市,東區,,建成路,,,500號,,04-22241440,週二至週日05:00~12:00 週一休市,,依法設置
LaLaport台中,臺中市,東區,,進德路,,,600號,,04-22156991,週一至週日11:00~22:00,,依法設置
臺中榮民總醫院,臺中市,西屯區,,台灣大道,4段,,1650號,"婦幼大樓
1.2.6樓","04-23592525
分機6547",週一至週五08:30~21:00,,依法設置
臺中市西屯區衛生所,臺中市,西屯區,,西屯路,2段,,299號,,04-27027068,週一至週五08:30~16:00,,依法設置
衛生福利部中央健康保險署中區業務組,臺中市,西屯區,,市政北一路,,,66號,1樓,"04-22583988
分機6112",週一至週五08:30~16:00,,依法設置
財政部中區國稅局台中分局,臺中市,西屯區,,文心路,2段,,99號,3樓,"04-22588181
分機502",週一至週五08:00~17:00,,依法設置
臺中市政府地方稅務局,臺中市,西屯區,,文心路,2段,,99號,3樓,"04-22585000
分機420",週一至週五08:30~16:00,,依法設置
臺中市政府惠中樓,臺中市,西屯區,,台灣大道,3段,,99號,2樓,04-22289111,週一至週五08:30~16:00,,依法設置
臺中市政府文心樓,臺中市,西屯區,,台灣大道,3段,,99號,1樓,"04-22289111
分機17306",週一至週五08:00~17:00,,依法設置
臺中市西屯區公所,臺中市,西屯區,,市政北2路,,,386號,1樓,04-22556333,週一至週五08:30~16:00,,依法設置
遠東百貨Top City台中大遠百,臺中市,西屯區,,台灣大道,3段,,251號,5樓,04-37022168,週一至週日11:30~21:00,,依法設置
家樂福中清店,臺中市,西屯區,,中清路,3段,,436號,,"04-24262555
分機850",週一至週日11:00~20:00,,依法設置
家樂福西屯店,臺中市,西屯區,,台灣大道,4段,,1086號,,"04-24652028
分機733",週一至週日12:00~20:00,,依法設置
家樂福青海店,臺中市,西屯區,,青海路,2段,,207-18號,B1樓,"04-27073866
分機733",週一至週日12:00~20:00,,依法設置
TIGER CITY購物中心,臺中市,西屯區,,河南路,3段,,120號,B1樓,04-36068888,週一至週日12:00~20:00,,依法設置
新光三越台中中港店,臺中市,西屯區,,台灣大道,3段,,301號,,"04-22553333
分機6608",週一至週日11:00~20:00,無法查核,依法設置
臺中市立圖書館西屯分館,臺中市,西屯區,,福星路,,,666號,,04-27011102,週二至週六08:30~21:00 週日08:30~17:30 ,請跟服務臺登記領取鑰匙,依法設置
臺中市立圖書館溪西分館,臺中市,西屯區,,福玄路,,,1號,, 04-23553011,週二至週六08:30~21:00 週日08:30~17:30 ,,依法設置
勞動部勞動力發展署中彰投分署,臺中市,西屯區,,工業區一路,,,100號,,"04-23592181
分機1616 ",週一至週五08:30~16:00,,依法設置
臺中市議會,臺中市,西屯區,,市政北一路,,,56號,,04-22217911,週一至週五08:30~17:00,,依法設置
臺中國家歌劇院,臺中市,西屯區,,惠來路,2段,,101號,,04-22511777,"週日至週四11:30~21:00
週五至週六及國定假日11:30~22:00",,依法設置
臺中市朝馬國民運動中心,臺中市,西屯區,,朝貴路,,,199號,,04-22536789,週一至週日06:00~22:00,,依法設置
特力屋西屯店,臺中市,西屯區,,台灣大道,4段,,528號,,04-24629333,週一至週日10:00~22:00,,依法設置
科技部中部科學工業園區管理局 ,臺中市,西屯區,,中科路,,,2號,1樓,"04-25658588
分機6613",週一至週五08:30~16:00,,依法設置
裕元花園酒店,臺中市,西屯區,,台灣大道,4段,,610號,,"04-24655660
分機5032",週一至週日11:00~20:00,,依法設置
長榮桂冠酒店,臺中市,西屯區,,台灣大道,2段,,666號,B1樓,04-23242236   分機2126,週一至週日11:00~20:00,,依法設置
台中福華大飯店,臺中市,西屯區,,安和路,,,129號,B1樓,04-24632323,週一至週日11:00~20:00,,依法設置
愛買量販店水湳店,臺中市,西屯區,,中清路,2段,,1199號,,0800-068189,週一至週日09:00~22:30,,依法設置
臺中捷運市政府站,臺中市,西屯區,,文心路,2段,,688號,3F,"04-24375537
分機703011",全年無休,若要使用請洽站務台,依法設置
臺中市西大墩公園節能減碳館暨兒童運動中心,臺中市,西屯區,,福科二路,,,111號,,04-27081111,全年無休,,依法設置
臺中市政府文心第二市政大樓(臺中市政府都市發展局),臺中市,西屯區,,文心路,2段,,588號,,04-22289111,週一至週五08:00~17:00,,依法設置
綠美圖,臺中市,西屯區,,中科路,,,2201號,, 04-24225101,週二至週六08:30~21:00 週日08:00~17:30,,依法設置
臺中市南屯區公所,臺中市,南屯區,,永春東路,,,679號,,04-24752799,週一至週五08:30~16:00,,依法設置
臺中市南屯區戶政事務所,臺中市,南屯區,,永春東路,,,679號,,04-2473-6255,週一至週五08:30~16:00,,依法設置
臺中市立圖書館南屯分館,臺中市,南屯區,,大墩12街,,,361號,,04-22533836 ,週二至週六08:30~21:00 週日08:30~17:30 ,請先洽詢值班人員,依法設置
家樂福文心店,臺中市,南屯區,,文心路,1段,,521號,,04-22543355,週一至週日11:00~20:00,,依法設置
臺中市新住民藝文中心,臺中市,南屯區,,文心南五路,1段,,331號,,04-23800638,週一至週五08:00~12:00、13:00~17:00,請先洽詢值班人員,依法設置
好市多台中店,臺中市,南屯區,,文心南三路,,,289號,,04-37042855,週一至週日10:00~20:00,,依法設置
臺中市政府警察局第四分局,臺中市,南屯區,,向心南路,,,811號,,04-23892067,全年無休,請先洽詢1樓值班人員,依法設置
台灣迪卡儂運動用品台中南屯店,臺中市,南屯區,,大墩南路,,,379號,,04-24719666,週一至週日10:00~20:00,,依法設置
IKEA宜家家居台中店,臺中市,南屯區,,向上路,2段,,168號,,04-27049699,週一至週日10:00-22:00,,依法設置
外交部中部辦公處,臺中市,南屯區,,黎明路,2段,,503號,5樓,"04-22510799
分機32",週一至週五08:30~17:00,,依法設置
移民署台中第一服務站,臺中市,南屯區,,文心南三路,,,22號,1樓," 04-24725103
分機131",週一至週五08:30~17:00,,依法設置
大墩食衣廣場,臺中市,南屯區,,大墩路,,,533號,,04-23202290,全年無休,,依法設置
