場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
雲林縣消防局,雲林縣,斗六市,鎮西里,公園路,,,6號,,05-5325707*321,週一至週五 8:00-17:00,,自願設置
雲林縣崙背鄉衛生所,雲林縣,崙背鄉,南陽村,南光路,,,34號,,05-6962009,週一至週五上午8:00~12:00/下午13:30~17:30 ,,自願設置
雲林縣麥寮鄉衛生所,雲林縣,麥寮鄉,麥豐村,光復路,,,4號,,05-6932268,週一至週五上午8:00~12:00/下午13:30~17:30 ,,自願設置
雲林縣莿桐鄉衛生所,雲林縣,莿桐鄉,莿桐村,和平路,,,53-2號,,05-5842575,週一至週五 上午8:00~12:00/下午13:30~17:30 ,,自願設置
雲林縣褒忠鄉公所,雲林縣,褒忠鄉,中勝村,中正,,,451號,,05-6972005,週一至週五 上午8:00~12:00/下午13:30~17:00 ,,自願設置
雲林縣褒忠鄉衛生所,雲林縣,褒忠鄉,中勝村,添財街,,,21號,,05-6972004,週一至週五上午8:00~12:00/下午13:30~17:30 ,,自願設置
彰化基督教醫療財團法人雲林基督教醫院,雲林縣,西螺鎮,新豐里,市場南路,,,375號,,05-5871111 ,週一至週五8:00~17:30/週六 8:00~12:00,,自願設置
綠隧驛站,雲林縣,古坑鄉,湳仔村,湳仔路,,,23-32號,,05-5823200,9:00~18:00 (週二三公休), ,自願設置
蜜蜂故事館,雲林縣,古坑鄉,湳仔村,湳仔路,,,88號,,05-5828255,週一至週日 9:30~16:30,,自願設置
劍湖山世界(股)有限公司,雲林縣,古坑鄉,永光村,大湖口,,,67號,,05-5825789,週一至週日 9:00~19:00,,自願設置
澄霖沉香味道森林館,雲林縣,虎尾鎮,惠來里,惠來,,,75-6號,,05-6225757,每日 8：00~17：30,,自願設置
興隆毛巾觀光工廠,雲林縣,虎尾鎮,埒內里,埒內,,,84-1號,,05-6220559,週一至週日8:30~17:00,,自願設置
龍岩國小,雲林縣,褒忠鄉,田洋村,民生路,,,15號,,05-6972454,週一至週五 8:00-16:00,,自願設置
三芝公共托育中心,新北市,三芝區,埔坪里,育英街,,,22號,1樓,02-2636-9311,週一至週五08:00-17:00,,自願設置
三重三和公共托育中心,新北市,三重區,光華里,重新路,1段,,87號,2樓,02-2974-0288,週一至週五08:00-17:00,,自願設置
三重大同公共托育中心,新北市,三重區,民生里,大同北路,,,186號,2樓,02-8983-0052#10,週一至週五08:00-17:00,,自願設置
三重六張公共托育中心,新北市,三重區,福安里,六張街,,,66號,2樓,02-8985-8913,週一至週五08:00-17:00,,自願設置
三重光榮公共托育中心,新北市,三重區,奕壽里,介壽路,,,26-1號,2樓,02-2973-6111,週一至週五7:30-17:00(假日不開放),,自願設置
三重重陽公共托育中心,新北市,三重區,重明里,重陽路,1段,60巷,101號,2樓,02-8983-0062,週一至週五08:00-17:00,,自願設置
三重開元公共托育中心,新北市,三重區,開元里,開元街,,,1號,3樓,02-2976-6111,週一至週五09:00-17:00,,自願設置
三重過田公共托育中心,新北市,三重區,過田里,新北大道,1段,,11-1號,3樓,02-2987-1185,週一至週五08:00-17:00,,自願設置
三重興穀公共托育中心,新北市,三重區,五谷里,五谷王北街,,48巷,18-1號,1樓,02-2278-1219,週一至週五08:00-17:00(假日不開放),,自願設置
三峽北大公共托育中心,新北市,三峽區,龍學里,學成路,,,396號,2樓,02-2674-1588,"配合親子館開放時間：
週二至週六09:00-12:00/13:30-16:30
週日09:00-12:00",,自願設置
土城永豐公共托育中心,新北市,土城區,延和里,永豐路,,13巷,53號,1-2樓,02-2260-6191,週一至週五09:00-18:00,,自願設置
土城員和公共托育中心,新北市,土城區,日和里,莊園街,,,151號,1樓,02-2266-0980,週一至週五10:00-15:00(假日不開放),,自願設置
土城頂埔公共托育中心,新北市,土城區,頂埔里,中央路,4段,,55之12號,2樓,02-2267-6731#12,週一至週五08:00-12:00/14:00-17:00,,自願設置
大板根育樂事業(股)公司三峽分公司(大板根森林溫泉酒店),新北市,三峽區,插角里,插角,,,80號,1樓,02-2674-9228#3901,週一至週日08:00-22:00,,自願設置
中和自強公共托育中心,新北市,中和區,自強里,國光街,,107巷4弄,12號,2樓,02-2956-3968,週一至週五07:30-17:00,,自願設置
中和積穗公共托育中心,新北市,中和區,嘉新里,民安街,,,66號,樂群樓2樓,02-2222-0996,週一至週五09:00-16:00(假日不開放),,自願設置
中華電信新北營運處,新北市,永和區,光明里,國光路,,,8號,2樓,02-8941-5629,週一至週五08:00-18:00,,自願設置
中華電信新北營運處第三客戶網路中心,新北市,新莊區,榮和里,中華路,1段,,57號,4樓,02-2998-7444,週一至週五08:30-17:30,,自願設置
五股五權公共托育中心,新北市,五股區,興珍里,五權路,,,19號-1,1樓,02-2298-2238#11,週一至週五09:00-17:00,,自願設置
五股新城公共托育中心,新北市,五股區,成功里,新城六路,,,155號,1樓,02-2292-2900#18,週一至週五09:00-16:00(假日不開放),,自願設置
天主教耕莘醫療財團法人耕莘醫院安康院區-2樓婦兒科門診,新北市,新店區,德安里,車子路,,,15號,2樓,02-2212-3066#55241,"1.週一至週五09:00-20:30
2.週六09:00-12:00",,自願設置
天給婦產科,新北市,新莊區,中港里,幸福路,,670巷2弄,23號,3樓,02-2992-7196#666,依門診時間開放，週一至週五09:00-12:00/14:30-18:00/19:00-22:00,,自願設置
文化部,新北市,新莊區,中原里,中平路,,,439號,南棟13樓,02-8512-6286,週一至週五08:00-18:00,,自願設置
台北大眾捷運股份有限公司(松山新店線-新店站),新北市,新店區,中興里,北宜路,1段,,2號,1樓,02-2536-3001#8683,週一至週日06:00-24:00,,自願設置
台北大眾捷運股份有限公司(板南線-板橋站),新北市,板橋區,新民里,站前路,,,5號,B1,02-2536-3001#8683,週一至週日06:00-24:00,,自願設置
台北大眾捷運股份有限公司(板南線-頂埔站),新北市,土城區,頂埔里,中央路,4段,,51-6號,B3,02-2536-3001#8683,06:00-24:00,,自願設置
台北大眾捷運股份有限公司(淡水信義線-淡水站),新北市,淡水區,草東里,中正路,,,1號,1樓,02-2536-3001#8683,週一至週日06:00-24:00,,自願設置
台北大眾捷運股份有限公司中和新蘆線-蘆洲站,新北市,蘆洲區,保新里,三民路,,,386號,B1,02-2536-3001#8683,週一至週日06:00-24:00,,自願設置
台北大眾捷運股份有限公司中和蘆線-迴龍站,新北市,新莊區,雙鳳里,中正路,,,758號,B1,02-2536-3001#8683,週一至週日06:00-24:00,,自願設置
台灣松下電器股份有限公司,新北市,中和區,員山里,員山路,,,579號,1樓,02-2223-5121#2291,週一至週五08:00-17:00,,自願設置
台灣電力公司第一核能發電廠,新北市,石門區,乾華里,小坑,,,12號,1樓,02-2638-3501#3486,週一至週五08:00-16:00,,自願設置
正崴精密工業股份有限公司(中山路),新北市,土城區,沛陂里,中山路,,,18號,1樓,02-2269-9888#11238,"週一至週五08:30-17:30
(不對外開放，限員工上班時間使用)",,自願設置
正崴精密工業股份有限公司(中央路),新北市,土城區,頂埔里,中央路,4段,,49號,2樓,02-2269-9888#11238,"週一至週五08:30-17:30
(不對外開放，限員工上班時間使用)",,自願設置
永和秀朗公共托育中心,新北市,永和區,民權里,得和路,,,202號,3樓,02-3151-5001,週一至週五09:00-16:00(假日不開放),,自願設置
永和網溪公共托育中心,新北市,永和區,上林里,竹林路,,,79號,1樓,02-8928-1199#15,"配合親子館開放時間：
1.週二至週五09:00-12:00/13:00-17:00
2.週六09:00-12:00/16:30-17:00
3.週日09:00-12:00",,自願設置
交通部鐵道局,新北市,板橋區,新民里,縣民大道,2段,,7號,9樓,02-8072-3333#8522,週一至週五08:30-17:30,,自願設置
宇瞻科技股份有限公司,新北市,土城區,大安里,忠承路,,,32號,6樓,02-2267-8000#5010,"週一至週五09:00-18:00
(不對外開放，限內部員工使用)",,自願設置
汐止橫科公共托育中心,新北市,汐止區,橫科里,橫科路,,,119號,1樓,02-2660-0003,週一至週五09:00-16:00(假日不開放),,自願設置
艾科尼斯股份有限公司,新北市,汐止區,樟樹里,大同路,1段,,237號,12樓-2,02-2165-3066#0,不對外開放，限員工上班期間使用,,自願設置
佛教慈濟醫療財團法人台北慈濟醫院,新北市,新店區,復興里,建國路,,,289號,2樓、5樓,02-6628-9779#2299,"1.週一至週五08:30-17:30
2.週六08:30-12:00",,自願設置
宏碁股份有限公司,新北市,汐止區,自強里,新台五路,1段,,88號,7樓、26樓,02-2696-3131#7002,不對外開放，對內開放時間08:40~19:00,,自願設置
亞東紀念醫院,新北市,板橋區,華東里,南雅南路,2段,,21號,2樓,02-7728-4206#1374,依門診時間開放,,自願設置
固緯電子實業股份有限公司,新北市,土城區,沛陂里,中興路,,,7-1號,3樓,02-2268-0389#285,"週一至週五08:30-17:30不對外開放，
限員工上班時間使用",,自願設置
明志科技大學,新北市,泰山區,貴子里,工專路,,,84號,2樓,02-2908-9899#2371,週一至週五08:00-20:30,,自願設置
東和婦產科家庭醫學科診所,新北市,三重區,長泰里,三和路,2段,,97號,2樓,02-2972-9627,依門診時間開放,,自願設置
板橋大觀國中公共托育中心,新北市,板橋區,浮洲里,僑中一街,,,1號,涵藝樓1樓,02-2275-1517,週一至週五09:00-16:00(假日不開放),,自願設置
板橋公八公共托育中心,新北市,板橋區,福安里,大觀路,二段,265巷3弄,53號,1樓,02-2275-1797,週一至週五09:00-16:00(假日不開放),,自願設置
板橋南雅公共托育中心,新北市,板橋區,華興里,南雅南路,2段,,1之1號,2樓,02-2950-6560,週一至週五09:00-16:00(假日不開放),,自願設置
板橋埔墘公共托育中心,新北市,板橋區,光仁里,永豐街,,,42-8號,1樓,02-2950-6811,週一至週五09:00-16:00(假日不開放),,自願設置
板橋國中公共托育中心,新北市,板橋區,中正里,中正路,,,437號,3樓,02-2968-3218,週一至週五07:30-18:00,,自願設置
板橋稅捐稽徵處員工子女托嬰中心,新北市,板橋區,福丘里,中山路,1段,,143號,2樓,02-2956-5078,週一至週五08:00-17:00,,自願設置
板橋新埔公共托育中心,新北市,板橋區,新海里,新海路,,,181號,信義樓3樓,02-8259-8898,週一至週五09:00-16:00,,自願設置
板橋實踐公共托育中心,新北市,板橋區,國泰里,實踐路,,93巷,51號,1樓,02-2962-1772#9,週一至週五08:00-17:00,,自願設置
林口西林公共托育中心,新北市,林口區,西林里,林口路,,,15號,2樓,02-2602-7210,"週一至週五09:30-16:30
(非開放時段如需使用，請洽櫃台)",,自願設置
林口湖北公共托育中心,新北市,林口區,湖北里,後湖,,,17-6號,2樓,02-2601-0605,週一至週五09:00-17:00,,自願設置
金山金美公共托育中心,新北市,金山區,金美里,忠孝一路,,,111號,1樓,02-2408-1211,週一至週五08:00-17:00,,自願設置
南亞塑膠工業股份有限公司林口二廠,新北市,泰山區,大科里,南林路,,,102號,1樓,02-2901-9141#2558,週一至週五08:00-17:00,,自願設置
南亞塑膠工業股份有限公司樹林廠,新北市,樹林區,東山里,味王街,,,55號,1樓,02-2680-6311#2209,週一至週五08:00-17:00,,自願設置
宥宥婦幼診所,新北市,蘆洲區,中原里,長榮路,,,58號,3樓5樓 ,02-8283-9090#906,依門診時間開放,,自願設置
峇里水灣有限公司Bali水岸四季景觀餐廳,新北市,八里區,大崁里,觀海大道,,,39號,1樓,02-8522-7110#25,週一至週五12:00-20:00,,自願設置
英華達股份有限公司,新北市,五股區,興珍里,五工五路,,,37號,B1,02-2299-9329#2345,"週一至週五08:30-17:00
(不對外開放，限員工上班時間使用)",,自願設置
財團法人天主教永和耕莘醫院,新北市,永和區,永興里,中興街,,,80號,2樓,02-2928-6060#10202,09:00-22:00 依門診時間開放,,自願設置
財團法人天主教耕莘醫院,新北市,新店區,百和里,中正路,,,362號,B棟1樓,02-2219-3391#65116,"1.週一至週五09:00-20:00
2.週六09:00-12:00",,自願設置
財團法人基督長老教會馬偕紀念醫院,新北市,淡水區,民生里,民生路,,,45號,2.4樓,02-2809-4661#2900,"1.週一至週五08:00-17:00
2.週六08:00-12:00",,自願設置
財團法人新北市私立雙連社會福利慈善事業基金會,新北市,新莊區,昌平里,中央路,,,51號,1樓,02-8521-7872#301,"1.週一至週五08:00-17:30
2.週日10:00-12:00",,自願設置
國家發展委員會檔案管理局,新北市,新莊區,中原里,中平路,,,439號,北棟9樓,02-8995-3608,週一至週五08:00-18:00,,自願設置
國泰醫療財團法人汐止國泰综合醫院,新北市,汐止區,城中里,建成路,,59巷,2號,2樓、6樓,02-2648-2121#2066,依門診時間開放08:30-21:00,,自願設置
淡水草東公共托育中心,新北市,淡水區,草東里,中正路,,,65號,1樓,02-2621-3036,週一至週五09:00-16:00(假日不開放),,自願設置
淡江大學海事博物館,新北市,淡水區,中興里,英專路,,,151號,B1,02-2621-5656#2373、2822,星期一至五 8:00-17:00、18:00-21:00,,自願設置
淡蘭藝文館,新北市,石碇區,石碇里,石碇東街,,,87號,1樓,02-2663-1080#329,週三至週日09:00-17:00,,自願設置
深坑公共托育中心,新北市,深坑區,深坑里,北深路,2段,136巷,5號,1樓,02-2662-0663,"1.週二至週五09:00-12:00/13:00-17:00
2.週六10:00-12:00/13:00-16:00
3.週日10:00-12:00",,自願設置
彭福公共托育中心,新北市,樹林區,彭福里,忠孝街,,,30號,忠孝樓3樓,02-8685-1913,週一至週五08:00-17:00,,自願設置
惠心婦產科小兒科診所(成功院區),新北市,三重區,福德里,成功路,,,173號,2樓,02-2978-1998#5000,依門診時間開放,,自願設置
微星科技股份有限公司,新北市,中和區,中原里,立德街,,,69號,6樓,02-3234-5599#2210,不對外開放，限員工上班時間使用,,自願設置
新北市三重區永福國民小學,新北市,三重區,永福里,永福街,,,66號,1樓,02-2287-6716#838,週一至週五08:00-16:30,,自願設置
新北市三重區厚德國民小學,新北市,三重區,培德里,忠孝路,1段,,70號,忠孝樓3樓,02-2986-8825#31,週一至週五09:00-17:00,,自願設置
新北市三重區修德國民小學,新北市,三重區,民生里,重陽路,3段,,3號,2樓,02-2980-0495#503,週一至週五09:00-17:00,,自願設置
新北市中和區光復國民小學,新北市,中和區,中原里,光環路,2段,,1號,3樓及4樓,02-3234-8645#152,週一至週五08:00-16:00,,自願設置
新北市立三民高級中學,新北市,蘆洲區,保和里,三民路,,,96號,3樓,02-2289-4675#231,週一至週五08:00-17:00,,自願設置
新北市立中和高級中學,新北市,中和區,嘉慶里,連城路,,,460號,1樓,02-2222-7146#331,週一至週五07:30-17:00,,自願設置
新北市立光榮國民中學,新北市,三重區,奕壽里,介壽路,,,26號,4樓,02-2972-1430#602,週一至週五09:00-17:00,,自願設置
新北市立秀峰高級中學,新北市,汐止區,秀峰里,忠孝東路,,,201號,1樓,02-2641-2134#333,週一至週五08:00-16:30,,自願設置
新北市立明德高級中學,新北市,三峽區,大埔里,中正路,2段,,399號,1樓,02-2672-3302#242,週一至週五08:00-17:00,,自願設置
新北市立板橋國民中學,新北市,板橋區,中正里,中正路,,,437號,德馨樓3樓,02-2966-6498#655,週一至週五08:00-17:00,,自願設置
新北市立新北高級工業職業學校,新北市,土城區,學府里,學府路,1段,,241號,1樓,02-2261-2483#58,週一至週五09:00-17:00,,自願設置
新北市立瑞芳高級工業職業學校,新北市,瑞芳區,龍安里,瑞芳街,,,60號,1樓,02-2497-2516#404,週一至週五08:00-17:00,,自願設置
新北市立瑞芳國中,新北市,瑞芳區,爪峰里,三爪子坑路,,,1號,1樓,02-2497-2145#226,週一至週五09:00-16:00,,自願設置
新北市立圖書館板橋浮洲圖書閱覽室,新北市,板橋區,大安里,大觀路,2段,,163號,2樓,02-8275-1617,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",,自願設置
新北市立積穗國民中學,新北市,中和區,嘉新里,民安街,,,66號,3樓,02-2223-4747#832,週一至週五07:30-17:00,,自願設置
新北市立鶯歌高級工商職業學校,新北市,鶯歌區,二橋里,中正三路,,,154號,5樓 ,02-2677-5040#823,週一至週五08:10-17:00,,自願設置
新北市汐止區金龍國小,新北市,汐止區,北峰里,明峰街,,,201號,5樓 ,02-2695-9941#302,週一至週五08:00-16:00,,自願設置
新北市汐止區農會,新北市,汐止區,富興里,新台五路,1段,,207號,3樓,02-2641-6666#233 ,週一至週五8:30-17:00,,自願設置
新北市秀朗國民小學,新北市,永和區,民權里,得和路,,,202號,3樓,02-2942-0451#5502,週一至週五08:00-17:00,,自願設置
新北市私立聖心小學,新北市,八里區,龍源里,龍米路,1段,,261號,2樓,02-2618-2330#134,週一至週五08:00-16:00,,自願設置
新北市板橋區重慶國民小學,新北市,板橋區,五權里,廣和街,,,31號,2樓,02-2956-5592#401,週一至週五08:00-17:00,,自願設置
新北市林口區佳林國民中學,新北市,林口區,中湖里,中山路,,,268號,1樓,02-2602-8555#350,週一至週五08:00-16:30,,自願設置
新北市玩具銀行旗艦店-玩聚窩,新北市,板橋區,福丘里,縣民大道,2段,,88號,3樓,"02-2966-350
0966-715-322","1.週三、週六、週日民眾預約入館，時間09:00-12:00/14:00-17:00
2.週二、週四、週五團體預約入館，時間09:00-12:00",,自願設置
新北市南山高級中學,新北市,中和區,枋寮里,廣福路,,,41號,1樓,02-2245-3000#231、232,週一至週五09:00-17:00,,自願設置
新北市政府市場處汐止區觀光攤販集中場,新北市,汐止區,大同里,水源路一段至新興路之台鐵橋下,,,,,02-2276-5006#1007,週一至週日17:00-21:00,,自願設置
新北市政府環境保護局樹林垃圾焚化廠,新北市,樹林區,樂山里,中山路,3段,,212號,1樓,02-2680-8217#107,週一至週五08:00-17:00,,自願設置
新北市泰山戶政事務所,新北市,泰山區,全興里,全興路,,,212號,4樓,02-2909-6775#25,週一至週五08:00-17:30,,自願設置
新北市淡水區新市國小,新北市,淡水區,北投里,中山北路,2段,,200號,2樓,02-2626-2141#841,週一至週五08:30-16:30,,自願設置
新北市新店區大豐國民小學,新北市,新店區,大豐里,民族路,,,108號,1樓,02-2219-2619#825,週一至週五08:00-16:30,,自願設置
新北市新店國民小學,新北市,新店區,新店里,新店路,,,2號,,02-2910-3483#725,週一至週五08:00-16:00,,自願設置
新店大豐公共托育中心,新北市,新店區,大豐里,民族路,,,110號,1樓,02-2218-1106,週一至週五08:30-17:30,,自願設置
新店五峰公共托育中心,新北市,新店區,五峯里,中興路,一段,,253號,1樓,02-8911-5112,週一至週五07:30-18:30(假日不開放),,自願設置
新店央北中山公共托育中心,新北市,新店區,和平里,中山路,,,141號,1樓,02-2218-5376,週一至週五08:00-17:00,,自願設置
新店寶高公共托育中心,新北市,新店區,寶福里,寶高路,,,26之2號,1樓,02-8911-0633,週一至週五09:00-16:00(假日不開放),,自願設置
新莊中正公共托育中心,新北市,新莊區,忠孝里,中正路,,340巷,33號,2樓,02-2990-5692,週一至週五09:00-16:00(假日不開放),,自願設置
新莊建國公共托育中心,新北市,新莊區,建安里,建國一路,,288巷,5號,1樓,02-2204-1647,週一至週五07:30-18:00(假日不開放),,自願設置
新莊興化公共托育中心,新北市,新莊區,福興里,五工路,,68巷,2號,3樓,02-8521-8015,週一至週五09:00-17:00(假日不開放),,自願設置
新莊頭前公共托育中心,新北市,新莊區,和平里,中原路,,,2號,1樓,02-8521-3121#12,週一至週五08:00-17:00,,自願設置
新莊龍安公共托育中心,新北市,新莊區,裕民里,裕民街,,,123號之1,2樓,02-2903-3210,週一至週五09:00-16:00(假日不開放),,自願設置
新豐公共托育中心,新北市,新莊區,西盛里,樹新路,,,226號,3樓,02-2207-5665,週一至週五08:00-17:00 ,,自願設置
瑞芳公共托育中心,新北市,瑞芳區,龍興里,明燈路,3段,,2號,2樓,02-2497-9811,"1.週二至週五09:30-11:30/13:00-16:00
2.週六09:00-11:00/13:00-16:00
3.週日08:30-11:30",,自願設置
瑞傳科技股份有限公司,新北市,樹林區,樹東里,博愛街,,,242號,3樓,02-7731-8888#8634,週一至週五08:00-18:00,,自願設置
裕德實驗高級中學,新北市,土城區,日和里,擺接堡路,,,1號,1樓,02-8261-7889#256,週一至週五08:00-20:30,,自願設置
榕堤水灣餐廳,新北市,淡水區,新生里,中正路,,,229-9號,1樓,02-8522-7110#16,週一至週日12:00-20:00,,自願設置
遠東百貨股份有限公司,新北市,板橋區,福丘里,新站路,,,16號,23樓,02-7727-8168,週一至週五09:00-18:00,,自願設置
德行里民活動中心,新北市,中和區,德行里,中正路,,211巷13弄,4號,1樓,02-2247-8548,週一至週五14:00-17:00,,自願設置
黎明技術學院,新北市,泰山區,黎明里,泰林路,3段,,22號,1樓,02-2909-7811#1261,週一至週五08:30-17:00,,自願設置
樹林保順公共托育中心,新北市,樹林區,保安里,保順街,,,88號,2樓,02-2675-0056,週一至週五07:30-17:00,,自願設置
醒吾科技大學,新北市,林口區,東林里,粉寮路,1段,,101號,1樓,02-2601-5310#1329,週一至週五08:30-21:30,,自願設置
聯合報股份有限公司,新北市,汐止區,樟樹里,大同路,1段,,369號,1樓,02-8692-5588#2209,不對外開放，限員工及洽公人員24小時可以使用,,自願設置
鴻海精密工業股份有限公司(虎躍廠),新北市,土城區,沛陂里,自由街,,,2號,5樓 ,02-2268-3466#501011511,"週一至週五08:00-18:00
(不對外開放，限員工上班時間使用)",,自願設置
鴻海精密工業股份有限公司(頂埔廠),新北市,土城區,頂埔里,中央路,4段,,53號,4樓,02-2268-3466#501011511,"週一至週五08:00-18:00
(不對外開放，限員工上班時間使用)",,自願設置
雙溪平林休閒農場,新北市,雙溪區,平林里,外平林,,,35號,1樓,02-2493-4016,週一至週日09:00-17:00,,自願設置
久元電子股份有限公司(力行廠),新竹市,東區,,力行路,,,2號,2樓,(03)6669968,僅供職場內部限定,,自願設置
久元電子股份有限公司新竹園區分公司,新竹市,東區,,科技路,,,5號,3樓,(03)6669968,僅供職場內部限定,,自願設置
大庄國小,新竹市,香山區,,大庄路,,,48號,,(03)5384035,學生上課時間均開放,,自願設置
子玥產後護理之家,新竹市,東區,,埔頂二路,,,178號,,(03)5789178,如有需求請至服務台詢問,,自願設置
中強光電股份有限公司竹科廠,新竹市,東區,,力行路,,,11號,,(03)5772000,僅供職場內部限定,,自願設置
中華大學,新竹市,香山區,,五福路,2段,,707號,,(03)5374281,週一至週五9:00~17:00,,自願設置
五鼎生物技術股份有限公司1樓,新竹市,東區,,力行五路,,,7號,1樓,(03)5641952,僅供職場內部限定,,自願設置
五鼎生物技術股份有限公司4樓,新竹市,東區,,力行五路,,,7號,4樓,(03)5641952,僅供職場內部限定,,自願設置
元太科技工業股份有限公司,新竹市,東區,,力行一路,,,3號,,(03)5643200,僅供職場內部限定,,自願設置
元培醫事科技大學,新竹市,香山區,,元培街,,,306號,,(03)5381183,週一至週五9:00~17:00,,自願設置
友達光電股份有限公司 GRC廠,新竹市,東區,,工業東三路,,,1號,,(03)5008800,僅供職場內部限定,,自願設置
世界先進積體電路股份有限公司,新竹市,東區,,力行路,,,9號,,(03)5632111,僅供職場內部限定,,自願設置
北門國小,新竹市,北區,,水田街,,,33號,,(03)5316668,學生上課時間均開放,,自願設置
台灣玻璃工業股份有限公司-新竹廠,新竹市,香山區,,中華路,4段,,470號,,(03)5300333,僅供職場內部限定,,自願設置
台灣美日先進光罩股份有限公司 力行七路廠,新竹市,東區,,力行七路,,,6號,,(03)5679933,僅供職場內部限定,,自願設置
台灣美日光罩股份有限公司,新竹市,東區,,力行路,,,2號,4樓,(03)5679933,僅供職場內部限定,,自願設置
台灣茂矽電子股份有限公司,新竹市,東區,,研新一路,,,1號,,(03)5783344,僅供職場內部限定,,自願設置
台灣電力公司新桃供電區營運處,新竹市,東區,,光復路,1段,,681號,,(03)5770766,週一至週五8:00~17:00,,自願設置
台灣電力股份有限公司新竹區-配電中心,新竹市,東區,,東山街,,,325號,,(03)5230121,,,自願設置
台灣電力股份有限公司新竹區營業處,新竹市,東區,,中華路,2段,,400號,,(03)5230121,週一至週五8:00~17:00,,自願設置
正隆股份有限公司新竹廠,新竹市,香山區,中埔里,牛埔路,,,308號,,(03)5388193,僅供職場內部限定,,自願設置
玄奘大學,新竹市,香山區,,玄奘路,,,48號,,(03)5302255,週一至週五9:00~17:00,,自願設置
光華國中,新竹市,北區,,光華北街,,,10號,,(03)5316605,學生上課時間均開放,,自願設置
成德中學,新竹市,北區,,崧嶺路,,128巷,38號,,(03)5258748,學生上課時間均開放,,自願設置
宏齊科技股份有限公司,新竹市,香山區,,中華路,5段,522巷,18號,,(03)5399889,僅供職場內部限定,,自願設置
旺宏電子股份有限公司五廠,新竹市,東區,,力行路,,,19號,,(03)5786688,僅供職場內部限定,,自願設置
明泰科技公司,新竹市,東區,,力行七路,,,8號,B1,(03)5636666,僅供職場內部限定,,自願設置
東京威力科創股份有限公司-新竹第二辦公室1F,新竹市,東區,,慈濟路,,,203號,1樓,(03)6662266,僅供職場內部限定,,自願設置
東京威力科創股份有限公司-新竹第二辦公室2F,新竹市,東區,,慈濟路,,,203號,2樓,(03)6662266,僅供職場內部限定,,自願設置
東京威力科創股份有限公司-新竹總社,新竹市,東區,,篤行路,,,7號,,(03)6662266,僅供職場內部限定,,自願設置
南門綜合醫院,新竹市,東區,,林森路,,,20號,2樓(門診旁),(03)5261122,週一至週五9:00~12:00、14:00~16:00週六9:00~12:00,,自願設置
南華國中,新竹市,北區,,海濱路,,,55號,,(03)5362204,學生上課時間均開放,,自願設置
英屬維京群島商輝達維京股份有限公司,新竹市,東區,,公道五路,3段,,1號,9樓之3,,僅供職場內部限定,,自願設置
香山國小,新竹市,香山區,,牛埔東路,,,260號,,(03)5386164,學生上課時間均開放,,自願設置
泰詠電子股份有限公司,新竹市,香山區,,牛埔東路,,,480號,,(03)5386139,僅供職場內部限定,,自願設置
索爾思光電股份有限公司,新竹市,東區,,水利路,,,81號,8樓之8,(03)5169222,僅供職場內部限定,,自願設置
財團法人台灣基督長老教會馬偕紀念社會事業基金會新竹馬偕紀念醫院,新竹市,東區,,光復路,2段,,690號,,(03)6119595,24小時,,自願設置
財團法人食品工業發展研究所,新竹市,東區,,食品路,,,331號,,(03)5223191,週一至週五，上午8:00~下午17:00,,自願設置
財團法人新竹市天主教仁愛社會福利基金會,新竹市,東區,,慈祥路,,,2號,,(03)5784633,,,自願設置
財團法人農業科技研究所,新竹市,香山區,,大湖路,,51巷,1號,,(03)5185003,週一至週五9：00~18：00,,自願設置
啟碁科技股份有限公司,新竹市,東區,,力行六路,,,5號,,(03)6667799,僅供職場內部限定,,自願設置
清大附小,新竹市,北區,,四維路,,,47號,,(03)5282420,學生上課時間均開放,,自願設置
創意電子股份有限公司,新竹市,東區,,力行六路,,,10號,3樓,(03)5646600,僅供職場內部限定,,自願設置
勞動部勞動力發展署桃竹苗分署新竹就業中心,新竹市,北區,,光華東街,,,56號,,(03)5343011,週一至週五8:00~17:00,,自願設置
富禮國中,新竹市,香山區,,富禮街,,,16號,,(03)5374793,學生上課時間均開放,,自願設置
揚明光學股份有限公司,新竹市,東區,,新安路,,,7號,7樓,(03)6206789,僅供職場內部限定,,自願設置
晶豪科技股份有限公司,新竹市,東區,,工業東四路,,,23號,,(03)5781970,僅供職場內部限定,,自願設置
智邦科技股份有限公司,新竹市,東區,,研新三路,,,1號,,(03)5770270,僅供職場內部限定,,自願設置
智易科技股份有限公司 5F,新竹市,東區,,光復路,2段,,8號,5F,(03)5727000,僅供職場內部限定,,自願設置
智易科技股份有限公司 6F,新竹市,東區,,光復路,2段,,8號,6F,(03)5727000,僅供職場內部限定,,自願設置
智易科技股份有限公司 8F,新竹市,東區,,光復路,2段,,8號,8F,(03)5727000,僅供職場內部限定,,自願設置
智原科技股份有限公司,新竹市,東區,,力行三路,,,5號,,(03)5787888,僅供職場內部限定,,自願設置
渣打國際商業銀行-中正大樓,新竹市,北區,,中正路,,,326號,,(03)5348939,週一至週五09:00~15:30,,自願設置
渣打國際商業銀行-新興大樓,新竹市,北區,,四維路,,,130號,,(03)5233171,週一至週五09:00~15:30,,自願設置
